event_idx,track_idx,muon_general_tracks_p,muon_general_tracks_pt,muon_general_tracks_ptErr,muon_general_tracks_chi2,muon_general_tracks_normalizedChi2,muon_general_tracks_etaErr,muon_general_tracks_phiErr,muon_general_tracks_dszErr,muon_general_tracks_dxyErr,muon_general_tracks_dzErr,muon_general_tracks_qoverpErr,muon_general_tracks_lambdaErr,muon_general_tracks_eta,muon_general_tracks_nPixelHits,muon_general_tracks_nTrkLays,muon_general_tracks_nFoundHits,muon_general_tracks_nLostHits,muon_general_tracks_impact3D,muon_general_tracks_impactSignificance,muon_general_tracks_chi2PerHit,muon_general_tracks_hitEfficiency,muon_general_tracks_sigmaPtOverPt,muon_general_tracks_relUncertaintyProduct,muon_general_tracks_sip2D,muon_general_tracks_sipZ,muon_general_tracks_dxyOverPt,muon_general_tracks_ptErrOverP,muon_general_tracks_dzOverDxy,muon_general_tracks_absEta,L1TkMu_nStubs,L1TkMu_nStubs_Endcap,L1TkMu_nStubs_Barrel,L1TkMu_stubQual_max,L1TkMu_stubMax_etaRegion,L1TkMu_stubMax_phiRegion,L1TkMu_stubMax_depthRegion,L1TkMu_hasMatch,L1TkMu_dR2min,L1TkMu_dPtNorm,L1TkMu_chi2Pt,L1TkMu_matchingScore,L1TkMu_nCompatible,L1TkMu_secondBest_dR2,is_low_pt
69,11,1.144660234e+00,1.140677929e+00,-9.944185019e-01,1.277694702e+00,-1.536684483e-01,-3.532723188e+00,-3.803907633e+00,-2.590505123e+00,-3.096795797e+00,-2.586524487e+00,-3.278932810e+00,-3.536691904e+00,-1.356292963e-01,4.000000000e+00,1.000000000e+01,1.600000000e+01,1.000000000e+00,1.695077419e+00,3.434513807e+00,7.357504964e-02,9.411764741e-01,-2.135041475e+00,-4.262183189e+00,2.013669968e+00,3.434201002e+00,-2.224273920e+00,-2.139023304e+00,1.931172609e+00,1.356292963e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,2.159486634e-08
69,12,7.733226418e-01,7.719581127e-01,-1.404275537e+00,1.305523872e+00,-9.241562337e-02,-3.328495741e+00,-3.518516541e+00,-2.342844248e+00,-2.756538391e+00,-2.341480017e+00,-2.949181080e+00,-3.329857349e+00,-7.931251079e-02,3.000000000e+00,9.000000000e+00,1.500000000e+01,1.000000000e+00,7.800198793e-01,2.731588364e+00,1.294329017e-01,9.375000000e-01,-2.176179409e+00,-4.342819691e+00,3.305465579e-01,2.731584787e+00,-3.197513103e+00,-2.177543640e+00,2.816133499e+00,7.931251079e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,1.382274926e-01
69,13,3.678000867e-01,3.601036668e-01,-1.763080835e+00,1.716066599e+00,2.536687851e-01,-3.064402580e+00,-3.103198767e+00,-2.387263060e+00,-2.584650993e+00,-2.379568577e+00,-2.490972281e+00,-3.072089911e+00,1.888202876e-01,4.000000000e+00,1.000000000e+01,1.700000000e+01,0.000000000e+00,1.539161325e+00,3.149253130e+00,4.856177568e-01,1.000000000e+00,-2.123151779e+00,-4.238922119e+00,-9.124255180e-01,3.149253130e+00,-3.854234695e+00,-2.130847216e+00,4.265465260e+00,1.888202876e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.955798984e-01
69,14,4.940299988e-01,4.582664371e-01,-1.654966831e+00,1.379851818e+00,-5.151153356e-02,-3.168472767e+00,-3.212817430e+00,-2.576514721e+00,-2.737512827e+00,-2.540763855e+00,-2.607362032e+00,-3.204181194e+00,4.114215672e-01,4.000000000e+00,1.000000000e+01,1.600000000e+01,0.000000000e+00,5.632753372e-01,2.822553158e+00,1.757320315e-01,1.000000000e+00,-2.113196373e+00,-4.219501019e+00,1.939343065e-01,2.822551966e+00,-3.001646280e+00,-2.148955107e+00,2.825301409e+00,4.114215672e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.860044122e-01
70,0,1.071271777e+00,6.538681984e-01,-1.395174146e+00,1.417585254e+00,-1.377805136e-02,-3.179141760e+00,-3.181632042e+00,-2.602948666e+00,-2.618685722e+00,-2.185652494e+00,-3.120767355e+00,-3.595487595e+00,-1.615497231e+00,4.000000000e+00,1.000000000e+01,1.600000000e+01,0.000000000e+00,6.065930128e-01,2.489103556e+00,2.134655416e-01,1.000000000e+00,-2.049004316e+00,-4.093699932e+00,8.248203993e-01,2.489001751e+00,-2.447792292e+00,-2.466329575e+00,2.097301483e+00,1.615497231e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,-5.000000000e+00,1.000000000e+01,1.000000000e+00,1.000000000e+00,-5.542294025e+00,-2.820526838e+00,-1.544818401e+00,-5.541866779e+00,1.000000000e+00,4.141753038e-07,7.283769250e-01
70,1,5.468085408e-01,1.451689601e-01,-1.570597053e+00,5.143222213e-01,-3.307750225e-01,-2.724267960e+00,-2.691577673e+00,-2.207615137e+00,-2.191293240e+00,-1.806017637e+00,-2.264260292e+00,-3.125557661e+00,-1.576086760e+00,4.000000000e+00,5.000000000e+00,6.000000000e+00,0.000000000e+00,1.082153678e+00,2.347134829e+00,-2.638283372e-01,1.000000000e+00,-1.715759277e+00,-3.432137251e+00,2.689688504e-01,2.347119808e+00,-2.067509890e+00,-2.117364645e+00,2.463429928e+00,1.576086760e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.992585778e-01
70,2,5.741366148e-01,3.402025104e-01,-1.716573954e+00,1.389224052e+00,-1.292893291e-01,-2.952272654e+00,-2.939623356e+00,-2.381712914e+00,-2.366081715e+00,-2.147822380e+00,-2.632638216e+00,-3.185929298e+00,-1.133133650e+00,3.000000000e+00,9.000000000e+00,1.900000000e+01,0.000000000e+00,1.542876005e+00,2.919325829e+00,1.104707643e-01,1.000000000e+00,-2.056749344e+00,-4.109857559e+00,6.791055799e-01,2.919318676e+00,-2.027233124e+00,-2.290648222e+00,2.458491325e+00,1.133133650e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,3.000000000e+00,-4.000000000e+00,2.000000000e+01,1.000000000e+00,1.000000000e+00,-4.317836761e+00,-1.821372628e+00,4.577886760e-01,-4.311468124e+00,1.000000000e+00,6.472700238e-01,9.963971972e-01
70,3,5.960623026e-01,3.057798445e-01,-1.774444342e+00,1.447625399e+00,1.626203395e-02,-2.807642698e+00,-2.800016165e+00,-2.339786053e+00,-2.344401836e+00,-2.049549818e+00,-2.681673050e+00,-3.097660065e+00,-1.288261771e+00,4.000000000e+00,9.000000000e+00,1.600000000e+01,0.000000000e+00,1.443446398e+00,2.771321774e+00,2.435056865e-01,1.000000000e+00,-2.080197573e+00,-4.159749985e+00,-5.516221523e-01,2.771321774e+00,-3.201210260e+00,-2.370430470e+00,3.617502928e+00,1.288261771e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.974164963e-01
70,4,5.731330514e-01,3.107731640e-01,-1.759498477e+00,1.313462615e+00,-8.756297641e-03,-2.951203823e+00,-2.958478928e+00,-2.404592514e+00,-2.434702158e+00,-2.142282724e+00,-2.645889044e+00,-3.213242054e+00,-1.212467432e+00,3.000000000e+00,8.000000000e+00,1.300000000e+01,1.000000000e+00,4.724742845e-02,2.165982962e+00,1.995194554e-01,9.285714030e-01,-2.070245266e+00,-4.137246609e+00,1.735020429e-01,2.165960550e+00,-2.571929455e+00,-2.332562923e+00,2.284856796e+00,1.212467432e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.972930551e-01
70,5,4.297551811e-01,3.123047650e-01,-1.744629979e+00,1.023610950e+00,-2.986075282e-01,-2.994827747e+00,-2.997325897e+00,-2.495222807e+00,-2.546629667e+00,-2.377804518e+00,-2.487746954e+00,-3.112145185e+00,-7.689983249e-01,4.000000000e+00,9.000000000e+00,1.300000000e+01,1.000000000e+00,3.376404047e-01,2.546729565e+00,-9.033191204e-02,9.285714030e-01,-2.056909084e+00,-4.109459877e+00,5.688386783e-02,2.546727180e+00,-2.801928520e+00,-2.174344301e+00,2.658584118e+00,7.689983249e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.972538352e-01
70,6,3.394885361e-01,2.694803178e-01,-1.832217693e+00,1.406342268e+00,-5.605518073e-02,-3.003175974e+00,-3.014916420e+00,-2.496480227e+00,-2.562114239e+00,-2.426492214e+00,-2.442037821e+00,-3.073107719e+00,-5.831735134e-01,4.000000000e+00,1.000000000e+01,1.700000000e+01,0.000000000e+00,1.748980761e+00,3.301098824e+00,1.758936644e-01,1.000000000e+00,-2.101672411e+00,-4.197498798e+00,-3.697406650e-01,3.301098585e+00,-3.200804234e+00,-2.171670914e+00,3.806133509e+00,5.831735134e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.981306195e-01
70,7,4.188508987e-01,3.799002767e-01,-1.733167648e+00,1.103313208e+00,-2.946259975e-01,-3.136146545e+00,-3.139735937e+00,-2.658688068e+00,-2.697068214e+00,-2.619754314e+00,-2.532115936e+00,-3.175041437e+00,-4.298842847e-01,4.000000000e+00,9.000000000e+00,1.500000000e+01,0.000000000e+00,8.048001528e-01,3.022335529e+00,-7.277756929e-02,1.000000000e+00,-2.113034725e+00,-4.219249249e+00,-5.951762795e-01,3.022335291e+00,-3.670324802e+00,-2.151980162e+00,3.694011688e+00,4.298842847e-01,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,-1.000000000e+00,5.000000000e+00,1.000000000e+00,1.000000000e+00,-1.925993919e+00,-1.633248329e+00,9.396706820e-01,-1.916005969e+00,1.000000000e+00,4.141753038e-07,9.945324659e-01
70,8,1.927003413e-01,1.726760119e-01,-1.958523631e+00,1.257255554e+00,-2.051417977e-01,-2.938128710e+00,-2.946097136e+00,-2.483564377e+00,-2.492290974e+00,-2.463546038e+00,-2.324313164e+00,-2.958135128e+00,-3.060091138e-01,4.000000000e+00,1.000000000e+01,1.700000000e+01,0.000000000e+00,1.359255075e+00,3.143299818e+00,2.680697478e-02,1.000000000e+00,-2.131180048e+00,-4.255058765e+00,-5.344984531e-01,3.143299818e+00,-3.198914528e+00,-2.151201725e+00,3.706091642e+00,3.060091138e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.991100430e-01
70,9,6.871493459e-01,1.126898825e-01,-1.608853579e+00,8.869645000e-01,-6.727754325e-02,-2.597252846e+00,-2.574935675e+00,-2.082864285e+00,-2.063623667e+00,-1.508443236e+00,-2.412283659e+00,-3.171239614e+00,1.997655034e+00,6.000000000e+00,5.000000000e+00,7.000000000e+00,0.000000000e+00,2.537418902e-01,1.635383129e+00,4.186676070e-02,1.000000000e+00,-1.721537828e+00,-3.445594072e+00,-1.452915370e-01,1.635323405e+00,-2.321564436e+00,-2.295934677e+00,2.335762024e+00,1.997655034e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.993937016e-01
70,10,9.139962792e-01,3.311270773e-01,-1.661517143e+00,1.475980163e+00,-4.253332317e-02,-2.810359716e+00,-2.808451176e+00,-2.349168539e+00,-2.365871906e+00,-1.766370893e+00,-2.911013842e+00,-3.392436504e+00,2.017730474e+00,7.000000000e+00,1.100000000e+01,1.900000000e+01,0.000000000e+00,-1.865059495e+00,8.370115161e-01,1.972267926e-01,1.000000000e+00,-1.992621183e+00,-3.985811710e+00,-6.885607541e-02,8.336356282e-01,-2.765702963e+00,-2.575369835e+00,1.501950622e+00,2.017730474e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.967080355e-01
70,11,9.779308438e-01,3.446580470e-01,-1.628119230e+00,1.721602917e+00,2.030892819e-01,-2.997256279e+00,-2.979862928e+00,-2.068763971e+00,-2.105563402e+00,-1.435530186e+00,-2.951723576e+00,-3.629108191e+00,2.137495756e+00,5.000000000e+00,1.000000000e+01,1.900000000e+01,0.000000000e+00,1.136684179e+00,2.004076719e+00,4.428495169e-01,1.000000000e+00,-1.972754717e+00,-3.943150282e+00,4.882652164e-01,2.003874779e+00,-1.961971879e+00,-2.605893135e+00,2.185668468e+00,2.137495756e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,1.100000000e+01,1.000000000e+00,1.000000000e+00,-4.862776756e+00,-1.513693094e+00,9.452064633e-01,-4.850611687e+00,1.000000000e+00,8.721953034e-01,9.962314963e-01
70,12,1.129472733e+00,4.066739976e-01,-8.483117819e-01,1.253238678e+00,2.989962995e-01,-2.823069334e+00,-2.707516670e+00,-2.377356529e+00,-2.270476103e+00,-1.654641509e+00,-2.384607553e+00,-3.544632435e+00,2.348369598e+00,7.000000000e+00,5.000000000e+00,7.000000000e+00,0.000000000e+00,1.672335505e+00,2.490831137e+00,4.081407189e-01,1.000000000e+00,-1.254980803e+00,-2.510088205e+00,2.897848561e-02,2.490828753e+00,-2.648059607e+00,-1.977746248e+00,3.077670813e+00,2.348369598e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,1.100000000e+01,1.000000000e+00,1.000000000e+00,-1.277293563e+00,-9.275543094e-01,5.578595400e-01,-1.228793502e+00,1.000000000e+00,8.565097451e-01,9.925968647e-01
71,0,1.178577900e+00,4.231062233e-01,-1.440982580e+00,1.626943827e+00,1.355824023e-01,-2.805623531e+00,-2.805791140e+00,-2.352121830e+00,-2.355601072e+00,-1.596730590e+00,-3.044990540e+00,-3.559794188e+00,-2.424885750e+00,8.000000000e+00,1.200000000e+01,1.800000000e+01,0.000000000e+00,2.013077021e+00,2.609389544e+00,3.716714680e-01,1.000000000e+00,-1.864068747e+00,-3.728663683e+00,1.837440968e+00,2.603092432e+00,-9.413608313e-01,-2.619391441e+00,1.524601817e+00,2.424885750e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.910019040e-01
71,1,1.881562233e+00,1.128518701e+00,-2.180751786e-02,9.661806226e-01,-1.477621347e-01,-2.712630033e+00,-2.707947731e+00,-1.178187966e+00,-1.486812353e+00,-4.251497984e-01,-3.030249119e+00,-3.464629889e+00,-2.419205427e+00,0.000000000e+00,5.000000000e+00,9.000000000e+00,0.000000000e+00,2.008777618e+00,1.430239320e+00,1.193846762e-02,1.000000000e+00,-1.150320530e+00,-2.299392939e+00,1.855239570e-01,1.429534554e+00,-2.429703712e+00,-1.903335452e+00,2.305676699e+00,2.419205427e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,1.600000000e+01,3.000000000e+00,1.000000000e+00,-4.599517345e+00,-9.331637025e-01,5.420392156e-01,-4.553413391e+00,1.000000000e+00,4.141753038e-07,4.633389494e-08
71,2,1.165778160e+00,4.584082365e-01,-1.456184983e+00,1.540170550e+00,2.165699750e-02,-2.868253469e+00,-2.865581751e+00,-2.419315338e+00,-2.421156883e+00,-1.712036967e+00,-3.082446337e+00,-3.574311495e+00,-2.312164545e+00,9.000000000e+00,1.200000000e+01,1.900000000e+01,0.000000000e+00,1.521463156e+00,2.472791672e+00,2.614172101e-01,1.000000000e+00,-1.914569736e+00,-3.828860521e+00,-2.764647901e-01,2.472790956e+00,-3.155523300e+00,-2.621793747e+00,3.458252192e+00,2.312164545e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.859784245e-01
71,3,1.006428003e+00,2.492600530e-01,-1.310650826e+00,1.021178246e+00,-9.276463836e-02,-2.637193680e+00,-2.617919922e+00,-2.196145535e+00,-2.184535980e+00,-1.439033628e+00,-2.567661524e+00,-3.393474102e+00,2.428853035e+00,9.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,1.540055513e+00,2.209073305e+00,6.693603843e-02,1.000000000e+00,-1.559903860e+00,-3.120739937e+00,-2.682390451e+00,2.209073305e+00,-5.063092709e+00,-2.316997528e+00,5.606364727e+00,2.428853035e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.984211922e-01
71,4,1.226471543e+00,4.829725623e-01,-1.337023616e+00,1.580426335e+00,3.635869920e-02,-2.858479738e+00,-2.861925125e+00,-2.415170193e+00,-2.414336443e+00,-1.671763778e+00,-3.047781706e+00,-3.600557804e+00,2.396869898e+00,9.000000000e+00,1.200000000e+01,2.000000000e+01,0.000000000e+00,-3.588061407e-02,1.654033303e+00,2.793965936e-01,1.000000000e+00,-1.819976807e+00,-3.639901400e+00,1.318728179e-01,1.653837204e+00,-2.765295982e+00,-2.563345671e+00,2.264546394e+00,2.396869898e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,3.000000000e+00,1.000000000e+00,1.000000000e+00,-4.467637062e+00,-1.765707850e+00,1.235705540e-01,-4.460466862e+00,1.000000000e+00,1.424435854e+00,9.805184603e-01
72,0,6.393390298e-01,3.204574287e-01,-1.699481249e+00,1.492629290e+00,-7.557190955e-02,-2.938957453e+00,-2.939141750e+00,-2.475318193e+00,-2.497465134e+00,-2.156504154e+00,-2.661552906e+00,-3.257430315e+00,-1.364109635e+00,3.000000000e+00,9.000000000e+00,2.100000000e+01,0.000000000e+00,1.463661790e+00,2.888398170e+00,1.704102606e-01,1.000000000e+00,-2.019914627e+00,-4.037611485e+00,2.304978818e-01,2.888396978e+00,-2.587393284e+00,-2.338747263e+00,2.998854399e+00,1.364109635e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,4.000000000e+00,2.000000000e+01,1.000000000e+00,1.000000000e+00,-5.222364902e+00,-2.967749596e+00,-1.895416141e+00,-5.221975803e+00,1.000000000e+00,4.141753038e-07,9.970322847e-01
72,1,2.924459279e-01,8.296697587e-02,-1.996838808e+00,1.165456295e+00,-2.659067810e-01,-2.762644529e+00,-2.759770870e+00,-2.302673340e+00,-2.320480585e+00,-2.093227386e+00,-2.378026724e+00,-2.971967697e+00,-1.062713981e+00,3.000000000e+00,9.000000000e+00,1.600000000e+01,0.000000000e+00,1.018666029e+00,2.602614403e+00,-3.866332397e-02,1.000000000e+00,-2.079796314e+00,-4.159221172e+00,-5.430680513e-01,2.602614164e+00,-2.946223736e+00,-2.289243221e+00,3.372656584e+00,1.062713981e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.994891882e-01
72,2,6.048231721e-01,2.887870669e-01,-1.628216505e+00,1.698702931e+00,4.199494720e-01,-2.903428555e+00,-2.894767761e+00,-2.366564274e+00,-2.378946066e+00,-2.050580025e+00,-2.523465157e+00,-3.219092846e+00,1.356634259e+00,4.000000000e+00,8.000000000e+00,1.200000000e+01,0.000000000e+00,1.017837048e+00,2.559547901e+00,6.195217371e-01,1.000000000e+00,-1.916985869e+00,-3.832843304e+00,-1.715357453e-01,2.559547186e+00,-2.839073181e+00,-2.232983828e+00,3.059350252e+00,1.356634259e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.141753038e-07,9.977869987e-01
72,3,5.229103565e-01,2.104901820e-01,-1.785102367e+00,1.437172413e+00,-2.522515506e-02,-2.826796055e+00,-2.829819441e+00,-2.370210886e+00,-2.383286953e+00,-2.057842731e+00,-2.521999359e+00,-3.138909578e+00,1.347113609e+00,5.000000000e+00,1.000000000e+01,1.700000000e+01,1.000000000e+00,4.448188543e-01,2.280310392e+00,2.067237198e-01,9.444444180e-01,-1.995575786e+00,-3.990581751e+00,1.384569257e-01,2.280299187e+00,-2.455301285e+00,-2.307950974e+00,2.467265844e+00,1.347113609e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.988337159e-01
72,4,8.790162206e-01,4.436171651e-01,-1.637473345e+00,1.496889114e+00,5.527772941e-03,-2.986144543e+00,-2.974320412e+00,-2.525219679e+00,-2.525918961e+00,-2.089912891e+00,-2.962812424e+00,-3.420818567e+00,1.660189271e+00,4.000000000e+00,1.100000000e+01,1.800000000e+01,0.000000000e+00,6.086655855e-01,2.394299269e+00,2.416167855e-01,1.000000000e+00,-2.081056833e+00,-4.158995628e+00,-4.565078020e-01,2.394299030e+00,-3.425033569e+00,-2.516365767e+00,3.286489487e+00,1.660189271e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.884045124e-01
72,5,1.023272276e+00,4.155831337e-01,-1.485338449e+00,1.577278256e+00,5.876465142e-02,-3.122566223e+00,-3.137113333e+00,-2.309423923e+00,-2.427137375e+00,-1.701801300e+00,-2.924237013e+00,-3.728501320e+00,2.076818466e+00,7.000000000e+00,1.100000000e+01,1.900000000e+01,0.000000000e+00,1.472023964e+00,2.438005209e+00,2.985247970e-01,1.000000000e+00,-1.900900126e+00,-3.799518585e+00,8.926388025e-01,2.437828779e+00,-1.950159073e+00,-2.508483887e+00,2.270605564e+00,2.076818466e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,4.141753038e-07,9.917781353e-01
72,6,8.550836444e-01,1.441135108e-01,-1.701174378e+00,1.611401320e+00,4.319991171e-02,-2.557690144e+00,-2.551360846e+00,-2.042830229e+00,-2.041047096e+00,-1.331898451e+00,-2.708157778e+00,-3.268011570e+00,2.320617437e+00,8.000000000e+00,1.200000000e+01,2.100000000e+01,0.000000000e+00,1.037653923e+00,1.850735903e+00,2.891821861e-01,1.000000000e+00,-1.845278978e+00,-3.696441174e+00,-7.756733894e-01,1.850734711e+00,-2.960487366e+00,-2.556123495e+00,3.335313082e+00,2.320617437e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.992635846e-01
72,7,1.146169662e+00,3.962752223e-01,-1.527330041e+00,1.297367454e+00,-1.650299281e-01,-2.771692514e+00,-2.778352737e+00,-2.321434975e+00,-2.328064203e+00,-1.571615219e+00,-3.073552608e+00,-3.520402193e+00,2.411838055e+00,9.000000000e+00,1.100000000e+01,1.700000000e+01,0.000000000e+00,4.121223092e-01,1.777745485e+00,6.691885740e-02,1.000000000e+00,-1.923583388e+00,-3.848443270e+00,-2.217428572e-02,1.777690887e+00,-2.746364355e+00,-2.673309565e+00,2.556293488e+00,2.411838055e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,5.000000000e+00,1.000000000e+00,1.000000000e+00,-5.916333199e+00,-1.792479515e+00,2.763469219e-01,-5.915107727e+00,1.000000000e+00,4.141753038e-07,9.934331179e-01
73,0,3.956868052e-01,3.701910973e-01,-1.751345992e+00,1.185276389e+00,-2.771208286e-01,-3.096932411e+00,-3.136964798e+00,-2.501795530e+00,-2.683950663e+00,-2.476307869e+00,-2.517372847e+00,-3.122395277e+00,3.460165858e-01,4.000000000e+00,1.000000000e+01,1.700000000e+01,0.000000000e+00,5.263801217e-01,2.739632130e+00,-4.517209902e-02,1.000000000e+00,-2.121504068e+00,-4.235849857e+00,4.947705269e-01,2.739625216e+00,-2.559423447e+00,-2.146996260e+00,2.452510357e+00,3.460165858e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.950798750e-01
