event_idx,track_idx,muon_pixel_tracks_p,muon_pixel_tracks_pt,muon_pixel_tracks_ptErr,muon_pixel_tracks_chi2,muon_pixel_tracks_normalizedChi2,muon_pixel_tracks_etaErr,muon_pixel_tracks_phiErr,muon_pixel_tracks_dszErr,muon_pixel_tracks_dxyErr,muon_pixel_tracks_dzErr,muon_pixel_tracks_qoverpErr,muon_pixel_tracks_lambdaErr,muon_pixel_tracks_eta,muon_pixel_tracks_nPixelHits,muon_pixel_tracks_nTrkLays,muon_pixel_tracks_nFoundHits,muon_pixel_tracks_nLostHits,muon_pixel_tracks_impact3D,muon_pixel_tracks_impactSignificance,muon_pixel_tracks_chi2PerHit,muon_pixel_tracks_hitEfficiency,muon_pixel_tracks_sigmaPtOverPt,muon_pixel_tracks_relUncertaintyProduct,muon_pixel_tracks_sip2D,muon_pixel_tracks_sipZ,muon_pixel_tracks_dxyOverPt,muon_pixel_tracks_ptErrOverP,muon_pixel_tracks_dzOverDxy,muon_pixel_tracks_absEta,L1TkMu_nStubs,L1TkMu_nStubs_Endcap,L1TkMu_nStubs_Barrel,L1TkMu_stubQual_max,L1TkMu_stubMax_etaRegion,L1TkMu_stubMax_phiRegion,L1TkMu_stubMax_depthRegion,L1TkMu_hasMatch,L1TkMu_dR2min,L1TkMu_dPtNorm,L1TkMu_chi2Pt,L1TkMu_matchingScore,L1TkMu_nCompatible,L1TkMu_secondBest_dR2,is_low_pt
45,1,5.852296948e-01,5.146567225e-01,-1.364458561e+00,7.682043910e-01,-1.860375106e-01,-3.230180025e+00,-3.186835766e+00,-2.525249720e+00,-2.606831074e+00,-2.454698563e+00,-2.464109182e+00,-3.300622940e+00,-5.856461525e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,5.779675245e-01,2.743806124e+00,-7.689318806e-02,1.000000000e+00,-1.879092336e+00,-3.755649805e+00,-6.062206626e-01,2.743806124e+00,-3.725571156e+00,-1.949659467e+00,3.501503944e+00,5.856461525e-01,2.000000000e+00,0.000000000e+00,2.000000000e+00,3.000000000e+00,-1.000000000e+00,7.000000000e+00,3.000000000e+00,1.000000000e+00,-5.190298557e+00,-2.497604370e+00,-1.234458804e+00,-5.189133644e+00,1.000000000e+00,4.869828746e-02,9.694794416e-01
45,2,5.412728786e-01,5.145053864e-01,-1.376363993e+00,7.388162613e-01,-2.154256254e-01,-3.166877985e+00,-3.187430382e+00,-2.359720469e+00,-2.562782764e+00,-2.332958698e+00,-2.431964397e+00,-3.193604946e+00,3.547146618e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,8.023793697e-01,2.734393120e+00,-1.062813252e-01,1.000000000e+00,-1.890845776e+00,-3.779069424e+00,1.248104572e+00,2.734161615e+00,-1.829312801e+00,-1.917611241e+00,1.715937257e+00,3.547146618e-01,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,1.000000000e+00,6.000000000e+00,2.000000000e+00,1.000000000e+00,-4.661496639e+00,-1.888473511e+00,1.604679413e-02,-4.656172752e+00,1.000000000e+00,5.089027062e-02,9.695469141e-01
45,3,4.806218743e-01,4.668356180e-01,-1.397303104e+00,5.271551609e-01,-5.867866278e-01,-3.152673721e+00,-3.264539719e+00,-2.340948820e+00,-2.733716011e+00,-2.327165604e+00,-2.344639778e+00,-3.166440010e+00,2.533034980e-01,6.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,1.321309805e+00,2.987912893e+00,-4.270862937e-01,1.000000000e+00,-1.864117622e+00,-3.725946665e+00,-1.655435681e+00,2.987912893e+00,-4.826120377e+00,-1.877902865e+00,5.039544106e+00,2.533034980e-01,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,1.000000000e+00,6.000000000e+00,2.000000000e+00,1.000000000e+00,-4.868760109e+00,-2.091599941e+00,-4.620124102e-01,-4.865515709e+00,1.000000000e+00,1.023166895e+00,9.843333364e-01
45,4,9.451775551e-01,4.516489506e-01,-1.101402521e+00,6.309480071e-01,-3.232936859e-01,-3.063837528e+00,-2.952247143e+00,-2.498090506e+00,-2.381932020e+00,-2.004654646e+00,-2.497912884e+00,-3.556303263e+00,1.802726626e+00,5.000000000e+00,6.000000000e+00,7.000000000e+00,0.000000000e+00,8.452830315e-01,2.427350283e+00,-2.141494453e-01,1.000000000e+00,-1.553041339e+00,-3.105375051e+00,3.050974011e-01,2.427337885e+00,-2.528441668e+00,-2.046537161e+00,2.499526978e+00,1.802726626e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,3.000000000e+00,5.000000000e+00,1.600000000e+01,3.000000000e+00,1.000000000e+00,-4.311193943e+00,-2.228826284e+00,-1.356788874e+00,-4.308689594e+00,1.000000000e+00,1.021934152e+00,9.871540666e-01
45,5,6.770165563e-01,4.322596788e-01,-1.306533933e+00,5.607554913e-01,-4.806359410e-01,-3.130331278e+00,-3.087486982e+00,-2.531569719e+00,-2.547540188e+00,-2.286876440e+00,-2.415464401e+00,-3.374644518e+00,-1.163628578e+00,4.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,8.357123733e-01,2.704816818e+00,-3.423336148e-01,1.000000000e+00,-1.738778353e+00,-3.476061583e+00,-1.223952055e+00,2.704816818e+00,-4.197021961e+00,-1.983517289e+00,4.186949253e+00,1.163628578e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,-2.000000000e+00,1.100000000e+01,1.000000000e+00,1.000000000e+00,-5.787517071e+00,-2.172211647e+00,-8.727667928e-01,-5.786388397e+00,1.000000000e+00,1.065734029e+00,9.899377823e-01
45,6,9.737794995e-01,3.790005744e-01,-1.018473983e+00,1.546763659e+00,5.925213099e-01,-3.011829376e+00,-2.859343529e+00,-2.481765032e+00,-2.363674641e+00,-1.887084246e+00,-2.371036530e+00,-3.605301380e+00,2.046112537e+00,6.000000000e+00,6.000000000e+00,7.000000000e+00,0.000000000e+00,-3.244329393e-01,1.725067139e+00,7.016656995e-01,1.000000000e+00,-1.397468090e+00,-2.794567347e+00,1.927588433e-01,1.724879861e+00,-2.549862862e+00,-1.992215276e+00,2.008714199e+00,2.046112537e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,3.000000000e+00,5.000000000e+00,1.600000000e+01,3.000000000e+00,1.000000000e+00,-4.471639633e+00,-1.741674662e+00,-6.725490093e-01,-4.464066982e+00,1.000000000e+00,9.998579025e-01,9.945861101e-01
45,7,5.534737110e-01,3.530639410e-01,-1.453615427e+00,6.992406845e-01,-2.550011277e-01,-3.113543034e+00,-3.068841934e+00,-2.521570683e+00,-2.540474892e+00,-2.321214199e+00,-2.359748125e+00,-3.313621998e+00,-1.035993695e+00,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,9.690847993e-01,2.805847645e+00,-1.458568275e-01,1.000000000e+00,-1.806663632e+00,-3.611287355e+00,-9.956004024e-01,2.805847645e+00,-3.885941505e+00,-2.007057190e+00,4.019282341e+00,1.035993695e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,-2.000000000e+00,1.000000000e+01,1.000000000e+00,1.000000000e+00,-4.815948009e+00,-2.692029238e+00,-1.772839785e+00,-4.815124512e+00,1.000000000e+00,6.253057122e-01,9.958926439e-01
45,8,9.980037212e-01,3.508787155e-01,-9.668669105e-01,7.872285843e-01,-3.267139196e-01,-2.936978817e+00,-2.751859426e+00,-2.387943506e+00,-2.241812229e+00,-1.740900636e+00,-2.315544605e+00,-3.582814932e+00,-2.170262337e+00,8.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,1.545195937e+00,2.513523102e+00,-1.670133770e-01,1.000000000e+00,-1.317740440e+00,-2.635192633e+00,-2.455711067e-01,2.513522387e+00,-2.838039160e+00,-1.964834452e+00,3.259924412e+00,2.170262337e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,2.800000000e+01,1.000000000e+00,1.000000000e+00,-4.667584896e+00,-1.778413773e+00,-9.067885876e-01,-4.660742283e+00,1.000000000e+00,5.693862438e-01,9.959841967e-01
45,9,7.108445764e-01,3.170893192e-01,-1.355975747e+00,8.403476477e-01,-4.749993328e-03,-2.922080517e+00,-2.793820381e+00,-2.139546156e+00,-2.051198483e+00,-1.745826483e+00,-2.383238792e+00,-3.315300465e+00,1.556276321e+00,3.000000000e+00,6.000000000e+00,6.000000000e+00,0.000000000e+00,-1.523724049e-01,1.669863462e+00,6.219672412e-02,1.000000000e+00,-1.673054218e+00,-3.344612598e+00,2.122125179e-01,1.669599414e+00,-2.156061888e+00,-2.066779375e+00,1.762753844e+00,1.556276321e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,3.000000000e+00,5.000000000e+00,1.600000000e+01,3.000000000e+00,1.000000000e+00,-4.522338867e+00,-2.205782175e+00,-1.070939898e+00,-4.519733429e+00,1.000000000e+00,1.404821277e+00,9.971264005e-01
45,10,1.054879904e+00,3.039955497e-01,-8.852111101e-01,4.142355919e-01,-6.997057199e-01,-2.903036356e+00,-2.667746782e+00,-2.368426800e+00,-2.196998596e+00,-1.617625833e+00,-2.243934870e+00,-3.652313709e+00,-2.414154291e+00,9.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,-1.746534824e+00,7.497214675e-01,-5.400055647e-01,1.000000000e+00,-1.189203024e+00,-2.378237247e+00,-4.125186056e-02,7.439596653e-01,-2.542163134e+00,-1.940056324e+00,1.364559889e+00,2.414154291e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,2.000000000e+01,1.000000000e+00,1.000000000e+00,-4.634383678e+00,-1.099899411e+00,2.505154312e-01,-4.602560520e+00,1.000000000e+00,5.695427060e-01,9.974588752e-01
46,0,9.811921716e-01,9.701155424e-01,-8.846650720e-01,8.503524661e-01,-1.038895473e-01,-3.262763977e+00,-3.363379478e+00,-2.387708664e+00,-2.713159084e+00,-2.376634836e+00,-2.835662127e+00,-3.273819923e+00,2.268146724e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,1.009106159e+00,2.881324768e+00,5.254772957e-03,1.000000000e+00,-1.854752898e+00,-3.707332134e+00,1.028110981e+00,2.881282091e+00,-2.655191660e+00,-1.865828633e+00,2.189795494e+00,2.268146724e-01,3.000000000e+00,0.000000000e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,1.000000000e+00,1.000000000e+00,1.000000000e+00,-5.024720192e+00,-2.370089531e+00,-1.027098775e+00,-5.023067474e+00,1.000000000e+00,4.141753038e-07,1.716207917e-04
46,1,8.796501756e-01,4.145823121e-01,-1.086286068e+00,7.755886316e-01,-2.658033073e-01,-3.086198330e+00,-2.933978558e+00,-2.517807245e+00,-2.376080036e+00,-2.052833557e+00,-2.380290270e+00,-3.550251722e+00,-1.733257651e+00,6.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,1.725902438e+00,2.915833712e+00,-1.275008470e-01,1.000000000e+00,-1.500859737e+00,-3.001182318e+00,-1.908004880e-01,2.915833712e+00,-2.981150627e+00,-1.965901256e+00,3.429775476e+00,1.733257651e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,5.000000000e+00,2.600000000e+01,3.000000000e+00,1.000000000e+00,-5.457035065e+00,-2.821562052e+00,-2.643070459e+00,-5.456568241e+00,1.000000000e+00,5.439963937e-01,9.918752313e-01
46,2,7.334913015e-01,4.019652009e-01,-1.332859278e+00,1.127522469e+00,1.732801795e-01,-3.106575012e+00,-3.048098087e+00,-2.560395479e+00,-2.539080620e+00,-2.228953600e+00,-2.467891455e+00,-3.437465906e+00,-1.397154570e+00,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,6.925411224e-01,2.575302601e+00,2.824245989e-01,1.000000000e+00,-1.734810114e+00,-3.468083620e+00,3.121474981e-01,2.575296164e+00,-2.628863811e+00,-2.066309214e+00,2.573279381e+00,1.397154570e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,3.000000000e+00,-4.000000000e+00,1.000000000e+01,1.000000000e+00,1.000000000e+00,-4.448774338e+00,-2.501603842e+00,-1.531061172e+00,-4.447447300e+00,1.000000000e+00,5.424524546e-01,9.929903746e-01
46,3,8.158089519e-01,2.993304729e-01,-1.194711447e+00,9.014253616e-01,-2.125172913e-01,-2.839356184e+00,-2.726497173e+00,-2.318318844e+00,-2.203076363e+00,-1.801903129e+00,-2.309368134e+00,-3.355149984e+00,-1.858360529e+00,7.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,8.806387186e-01,2.242251396e+00,-5.281669274e-02,1.000000000e+00,-1.494035006e+00,-2.987274408e+00,-3.111826777e-01,2.242249727e+00,-2.813376665e+00,-2.010482550e+00,2.954506397e+00,1.858360529e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,2.000000000e+00,1.000000000e+00,1.000000000e+00,-4.639492989e+00,-1.715982080e+00,-4.270447791e-01,-4.631577969e+00,2.000000000e+00,4.141753038e-07,9.975656271e-01
47,0,1.011730313e+00,9.868908525e-01,-8.638226390e-01,7.448767424e-01,-2.093651742e-01,-3.354802608e+00,-3.290060520e+00,-2.464307785e+00,-2.654824495e+00,-2.439475298e+00,-2.862107754e+00,-3.379584312e+00,3.414488733e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,1.426908135e+00,3.153048992e+00,-1.002208516e-01,1.000000000e+00,-1.850685835e+00,-3.699232101e+00,-1.855252385e-01,3.153048992e+00,-3.824528456e+00,-1.875523448e+00,3.553699970e+00,3.414488733e-01,4.000000000e+00,0.000000000e+00,4.000000000e+00,3.000000000e+00,1.000000000e+00,7.000000000e+00,1.000000000e+00,1.000000000e+00,-5.185574532e+00,-2.318101406e+00,-9.391109943e-01,-5.183810711e+00,1.000000000e+00,4.141753038e-07,8.227828221e-05
47,1,1.103859067e+00,5.663279295e-01,-9.149008989e-01,7.817827463e-01,-3.943075240e-01,-3.143191576e+00,-3.018831015e+00,-2.590425253e+00,-2.459879637e+00,-2.053014278e+00,-2.584830284e+00,-3.679247141e+00,1.909130216e+00,8.000000000e+00,8.000000000e+00,1.000000000e+01,0.000000000e+00,-1.306813210e-01,1.987745285e+00,-2.182165980e-01,1.000000000e+00,-1.481219172e+00,-2.961972475e+00,3.686487675e-02,1.987718105e+00,-2.989044666e+00,-2.018718243e+00,2.357680321e+00,1.909130216e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,1.600000000e+01,1.000000000e+00,1.000000000e+00,-4.784767628e+00,-1.466917038e+00,-5.404209951e-04,-4.771068573e+00,1.000000000e+00,6.158294082e-01,9.328841567e-01
47,2,6.288761497e-01,5.645947456e-01,-1.310513377e+00,6.579223275e-01,-2.963193655e-01,-3.222040892e+00,-3.216515303e+00,-2.520501852e+00,-2.629495144e+00,-2.456240177e+00,-2.503742218e+00,-3.286206961e+00,5.575995445e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,1.427927494e+00,3.170328140e+00,-1.871751249e-01,1.000000000e+00,-1.875084281e+00,-3.747685432e+00,-4.027876258e-01,3.170328140e+00,-3.595349550e+00,-1.939360499e+00,3.745964766e+00,5.575995445e-01,2.000000000e+00,0.000000000e+00,2.000000000e+00,3.000000000e+00,1.000000000e+00,7.000000000e+00,1.000000000e+00,1.000000000e+00,-5.372826576e+00,-2.444108248e+00,-1.141335845e+00,-5.371634960e+00,1.000000000e+00,6.154402494e-01,9.346984029e-01
48,0,1.270682216e+00,7.672237754e-01,-7.248984575e-01,4.747087955e-01,-6.392328143e-01,-3.297888041e+00,-3.182731867e+00,-2.757550478e+00,-2.626574039e+00,-2.254262447e+00,-2.762507439e+00,-3.799464226e+00,1.826836944e+00,7.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,2.669471502e-01,2.387815952e+00,-4.795325398e-01,1.000000000e+00,-1.492111087e+00,-2.983782768e+00,-1.026159972e-01,2.387813568e+00,-3.495237589e+00,-1.995540023e+00,2.862614632e+00,1.826836944e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,3.000000000e+00,5.000000000e+00,3.000000000e+00,4.000000000e+00,1.000000000e+00,-4.203639030e+00,-1.085072398e+00,8.886067867e-01,-4.169855118e+00,1.000000000e+00,4.141753038e-07,1.542266607e-01
48,1,8.942544460e-01,6.161376834e-01,-1.062469244e+00,1.147246242e+00,1.930039674e-01,-3.296835661e+00,-3.199327469e+00,-2.666501045e+00,-2.631453037e+00,-2.388479710e+00,-2.572613239e+00,-3.574181318e+00,-1.255470872e+00,4.000000000e+00,6.000000000e+00,7.000000000e+00,0.000000000e+00,2.173397064e+00,3.475284576e+00,3.021483719e-01,1.000000000e+00,-1.678591013e+00,-3.356145859e+00,-5.929740891e-02,3.475284338e+00,-3.306194544e+00,-1.956689239e+00,3.777422428e+00,1.255470872e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,3.000000000e+00,-4.000000000e+00,2.400000000e+01,1.000000000e+00,1.000000000e+00,-5.170985222e+00,-2.783676624e+00,-2.212013960e+00,-5.170377254e+00,1.000000000e+00,1.063512802e+00,8.502333760e-01
48,2,8.369143009e-01,5.899015665e-01,-1.175870419e+00,1.308053732e+00,1.941106468e-01,-3.287109852e+00,-3.205682039e+00,-2.592516661e+00,-2.584705830e+00,-2.345577478e+00,-2.602385521e+00,-3.533478737e+00,1.169938207e+00,5.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,4.787884653e-01,2.585073948e+00,3.538114130e-01,1.000000000e+00,-1.765753031e+00,-3.529949665e+00,4.000082612e-01,2.585064888e+00,-2.774507761e+00,-2.012746334e+00,2.424189329e+00,1.169938207e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,4.000000000e+00,1.000000000e+00,2.000000000e+00,1.000000000e+00,-4.327971935e+00,-1.914564490e+00,-2.870045304e-01,-4.322828293e+00,1.000000000e+00,4.141753038e-07,9.021074772e-01
48,3,7.037625313e-01,5.247638822e-01,-1.256254315e+00,7.981355786e-01,-2.432564050e-01,-3.199184418e+00,-3.160972118e+00,-2.553179979e+00,-2.594978333e+00,-2.374233723e+00,-2.484478712e+00,-3.377832890e+00,-9.713816047e-01,4.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,-5.308746696e-01,2.108920336e+00,-1.049539149e-01,1.000000000e+00,-1.780999660e+00,-3.560293913e+00,2.091508955e-01,2.108886003e+00,-2.910408974e+00,-1.959984899e+00,2.120442629e+00,9.713816047e-01,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,-2.000000000e+00,4.000000000e+00,1.000000000e+00,1.000000000e+00,-5.632617950e+00,-2.912932873e+00,-2.265505075e+00,-5.632315159e+00,1.000000000e+00,7.335572243e-01,9.645772576e-01
48,4,8.147226572e-01,5.209515691e-01,-1.224996090e+00,4.634693861e-01,-5.779218674e-01,-3.174511671e+00,-3.138725758e+00,-2.529934883e+00,-2.542402744e+00,-2.236236095e+00,-2.560296535e+00,-3.467655659e+00,1.297603369e+00,4.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,6.280419230e-01,2.550339699e+00,-4.396195412e-01,1.000000000e+00,-1.745930552e+00,-3.490341425e+00,3.942382932e-01,2.550329208e+00,-2.669064760e+00,-2.039678335e+00,2.462273359e+00,1.297603369e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,3.000000000e+00,4.000000000e+00,1.000000000e+00,2.000000000e+00,1.000000000e+00,-5.833619595e+00,-2.736481905e+00,-1.983077049e+00,-5.833366394e+00,2.000000000e+00,7.333307862e-01,9.665232301e-01
48,5,7.079737782e-01,4.861480594e-01,-1.306517243e+00,4.568740726e-01,-4.973672032e-01,-3.202358723e+00,-3.139121056e+00,-2.576185942e+00,-2.575819492e+00,-2.354425669e+00,-2.500300407e+00,-3.423723459e+00,1.098546147e+00,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,4.797016978e-01,2.594375372e+00,-3.882230520e-01,1.000000000e+00,-1.792647004e+00,-3.583470583e+00,-4.601709545e-03,2.594374180e+00,-3.066227198e+00,-2.014454842e+00,2.820270300e+00,1.098546147e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,4.000000000e+00,1.000000000e+00,2.000000000e+00,1.000000000e+00,-5.466211796e+00,-2.002690077e+00,-4.114441872e-01,-5.463169575e+00,1.000000000e+00,1.050198674e+00,9.796475172e-01
48,6,5.896192789e-01,3.925987780e-01,-1.419003963e+00,5.482151508e-01,-4.060263336e-01,-3.146294117e+00,-3.116624594e+00,-2.537303925e+00,-2.591588259e+00,-2.340337753e+00,-2.400847435e+00,-3.342965841e+00,-1.025914788e+00,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,-1.709107399e+00,1.485868812e+00,-2.968821526e-01,1.000000000e+00,-1.811585665e+00,-3.621132374e+00,-1.174800038e+00,1.485867739e+00,-4.152942657e+00,-2.008590221e+00,2.909469604e+00,1.025914788e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,0.000000000e+00,4.141753038e-07,9.937014580e-01
48,7,7.483285666e-01,3.720050752e-01,-1.259974599e+00,6.346408129e-01,-3.196008503e-01,-3.087657690e+00,-3.015726328e+00,-2.567423344e+00,-2.532391787e+00,-2.191192627e+00,-2.379993200e+00,-3.463249207e+00,-1.512222886e+00,5.000000000e+00,6.000000000e+00,7.000000000e+00,0.000000000e+00,1.132558286e-01,2.247888088e+00,-2.104565799e-01,1.000000000e+00,-1.631968737e+00,-3.262959719e+00,-7.162454724e-01,2.247887850e+00,-3.618982315e+00,-2.008266687e+00,3.304645538e+00,1.512222886e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,3.000000000e+00,-4.000000000e+00,2.400000000e+01,1.000000000e+00,1.000000000e+00,-3.470768929e+00,-1.336805940e+00,6.312885880e-01,-3.451275110e+00,1.000000000e+00,1.060790896e+00,9.949827194e-01
48,8,5.788084269e-01,3.544977009e-01,-1.358926415e+00,1.481921434e+00,6.368234754e-01,-3.096701145e+00,-3.039483309e+00,-2.513354540e+00,-2.533185482e+00,-2.289100885e+00,-2.291918516e+00,-3.320645332e+00,1.105687380e+00,4.000000000e+00,6.000000000e+00,6.000000000e+00,0.000000000e+00,6.998506188e-01,2.639110565e+00,7.037702799e-01,1.000000000e+00,-1.713411331e+00,-3.425470829e+00,-2.199725866e+00,2.639110565e+00,-5.037495136e+00,-1.937706947e+00,5.060175419e+00,1.105687380e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,3.000000000e+00,4.000000000e+00,2.000000000e+00,3.000000000e+00,1.000000000e+00,-3.531799793e+00,-1.660990596e+00,1.240154281e-01,-3.522454023e+00,1.000000000e+00,4.141753038e-07,9.958311915e-01
48,9,1.007156491e+00,3.041000068e-01,-1.009912014e+00,9.725427032e-01,-1.414000988e-01,-2.895070076e+00,-2.722389936e+00,-2.376839876e+00,-2.232954741e+00,-1.673866034e+00,-2.320938349e+00,-3.596748590e+00,-2.302033663e+00,8.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,1.373723269e+00,2.360753536e+00,1.830053143e-02,1.000000000e+00,-1.314007282e+00,-2.627704620e+00,7.869053632e-02,2.360747814e+00,-2.458313704e+00,-2.017027617e+00,2.841137886e+00,2.302033663e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,1.900000000e+01,1.000000000e+00,1.000000000e+00,-4.655262470e+00,-1.282760262e+00,1.090137735e-01,-4.634160042e+00,1.000000000e+00,4.141753038e-07,9.974563718e-01
49,0,1.231980681e+00,6.894012690e-01,-6.388773918e-01,8.713496476e-02,-9.542541504e-01,-3.290453196e+00,-3.034737110e+00,-2.704727888e+00,-2.448899508e+00,-2.162305355e+00,-2.560079813e+00,-3.830928802e+00,1.921270132e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,1.339357615e+00,2.832047462e+00,-8.159525394e-01,1.000000000e+00,-1.328271270e+00,-2.656340361e+00,-1.030607000e-01,2.832047224e+00,-3.240727186e+00,-1.870827675e+00,3.221606731e+00,1.921270132e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,-5.000000000e+00,3.000000000e+00,3.000000000e+00,1.000000000e+00,-5.100534916e+00,-1.340541601e+00,1.604454964e-02,-5.083544731e+00,1.000000000e+00,1.053760529e+00,5.542657375e-01
49,1,8.047153354e-01,6.813862920e-01,-1.151211023e+00,6.965234876e-01,-2.577183247e-01,-3.335557938e+00,-3.228964806e+00,-2.600519896e+00,-2.620670080e+00,-2.477233648e+00,-2.637037992e+00,-3.458578110e+00,-7.897484899e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,1.750424027e+00,3.352576017e+00,-1.485740244e-01,1.000000000e+00,-1.832573771e+00,-3.663110256e+00,-4.203824326e-02,3.352576017e+00,-3.343317986e+00,-1.955893159e+00,3.537902594e+00,7.897484899e-01,2.000000000e+00,0.000000000e+00,2.000000000e+00,3.000000000e+00,-1.000000000e+00,6.000000000e+00,1.000000000e+00,1.000000000e+00,-5.046380043e+00,-2.644846678e+00,-1.622882843e+00,-5.045506954e+00,1.000000000e+00,4.141753038e-07,5.979174376e-01
49,2,6.611576080e-01,6.434928179e-01,-1.246369839e+00,7.477583289e-01,-2.064835578e-01,-3.169158936e+00,-3.192936182e+00,-2.363284826e+00,-2.550468922e+00,-2.345624208e+00,-2.550826550e+00,-3.186797142e+00,2.871553600e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,1.747136116e+00,3.219288588e+00,-9.733925015e-02,1.000000000e+00,-1.889836550e+00,-3.777086496e+00,2.238221020e-01,3.219288349e+00,-2.969888687e+00,-1.907499909e+00,3.200277328e+00,2.871553600e-01,2.000000000e+00,0.000000000e+00,2.000000000e+00,3.000000000e+00,1.000000000e+00,9.000000000e+00,2.000000000e+00,1.000000000e+00,-5.262895107e+00,-2.235969067e+00,-6.973742247e-01,-5.260839939e+00,1.000000000e+00,4.141753038e-07,7.683803439e-01
49,3,4.647412896e-01,4.274932742e-01,-1.464213610e+00,6.846081018e-01,-2.696337104e-01,-3.179178238e+00,-3.160688877e+00,-2.484239578e+00,-2.593188524e+00,-2.447002411e+00,-2.356271029e+00,-3.216367722e+00,-4.201111197e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,3.878496885e-01,2.641048908e+00,-1.604893655e-01,1.000000000e+00,-1.891685486e+00,-3.780718803e+00,-1.605552554e+00,2.641048908e+00,-4.608426094e+00,-1.928930521e+00,4.386041164e+00,4.201111197e-01,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,-2.000000000e+00,6.000000000e+00,2.000000000e+00,1.000000000e+00,-4.825544357e+00,-2.127698421e+00,-4.785214067e-01,-4.822535515e+00,1.000000000e+00,4.141753038e-07,9.905093908e-01
