event_idx,track_idx,muon_pixel_tracks_p,muon_pixel_tracks_pt,muon_pixel_tracks_ptErr,muon_pixel_tracks_chi2,muon_pixel_tracks_normalizedChi2,muon_pixel_tracks_etaErr,muon_pixel_tracks_phiErr,muon_pixel_tracks_dszErr,muon_pixel_tracks_dxyErr,muon_pixel_tracks_dzErr,muon_pixel_tracks_qoverpErr,muon_pixel_tracks_lambdaErr,muon_pixel_tracks_eta,muon_pixel_tracks_nPixelHits,muon_pixel_tracks_nTrkLays,muon_pixel_tracks_nFoundHits,muon_pixel_tracks_nLostHits,muon_pixel_tracks_impact3D,muon_pixel_tracks_impactSignificance,muon_pixel_tracks_chi2PerHit,muon_pixel_tracks_hitEfficiency,muon_pixel_tracks_sigmaPtOverPt,muon_pixel_tracks_relUncertaintyProduct,muon_pixel_tracks_sip2D,muon_pixel_tracks_sipZ,muon_pixel_tracks_dxyOverPt,muon_pixel_tracks_ptErrOverP,muon_pixel_tracks_dzOverDxy,muon_pixel_tracks_absEta,L1TkMu_nStubs,L1TkMu_nStubs_Endcap,L1TkMu_nStubs_Barrel,L1TkMu_stubQual_max,L1TkMu_stubMax_etaRegion,L1TkMu_stubMax_phiRegion,L1TkMu_stubMax_depthRegion,L1TkMu_hasMatch,L1TkMu_dR2min,L1TkMu_dPtNorm,L1TkMu_chi2Pt,L1TkMu_matchingScore,L1TkMu_nCompatible,L1TkMu_secondBest_dR2,is_low_pt
1,3,1.073892713e+00,3.886753917e-01,-8.664579391e-01,1.323148012e+00,2.817555070e-01,-2.958675146e+00,-2.572227478e+00,-2.218333244e+00,-1.895649195e+00,-1.533172846e+00,-2.328855276e+00,-3.642377377e+00,-2.260090351e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,1.344984770e+00,2.205680132e+00,4.200581312e-01,1.000000000e+00,-1.255128503e+00,-2.510050774e+00,-1.146533966e+00,2.205680132e+00,-3.429728746e+00,-1.940315962e+00,3.714237452e+00,2.260090351e+00,2.000000000e+00,2.000000000e+00,0.000000000e+00,2.000000000e+00,5.000000000e+00,8.000000000e+00,3.000000000e+00,1.000000000e+00,-4.193200111e+00,-1.675552726e+00,-8.223415613e-01,-4.184268951e+00,2.000000000e+00,-6.696225405e-01,9.939734340e-01
1,4,9.502521753e-01,3.696736395e-01,-9.832007885e-01,4.630377889e-01,-3.820593357e-01,-2.995693684e+00,-2.114860058e+00,-2.193051815e+00,-1.345363855e+00,-1.612523079e+00,-2.302938938e+00,-3.575067043e+00,2.012264967e+00,5.000000000e+00,5.000000000e+00,6.000000000e+00,0.000000000e+00,1.092752576e+00,2.158896446e+00,-3.151126802e-01,1.000000000e+00,-1.352868676e+00,-2.705431938e+00,-4.444359243e-02,2.158888102e+00,-1.759466052e+00,-1.933419824e+00,1.936154127e+00,2.012264967e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,1.200000000e+01,1.000000000e+00,1.000000000e+00,-5.202744007e+00,-1.571285844e+00,-4.598470926e-01,-5.193057537e+00,1.000000000e+00,-1.405970901e-01,9.951071739e-01
1,5,5.147087574e-01,3.556440473e-01,-1.475680709e+00,3.672271073e-01,-4.778698087e-01,-3.105168581e+00,-3.103831053e+00,-2.505245447e+00,-2.595113277e+00,-2.346223354e+00,-2.345631361e+00,-3.263988733e+00,-9.089493155e-01,3.000000000e+00,6.000000000e+00,6.000000000e+00,0.000000000e+00,-1.924109459e+00,1.384390116e+00,-4.109231830e-01,1.000000000e+00,-1.831308126e+00,-3.660365343e+00,-1.230649501e-01,1.384180069e+00,-3.073479176e+00,-1.990359902e+00,1.755983233e+00,9.089493155e-01,3.000000000e+00,2.000000000e+00,1.000000000e+00,3.000000000e+00,-1.000000000e+00,1.000000000e+00,1.000000000e+00,1.000000000e+00,-5.082051754e+00,-2.096755028e+00,-5.378644466e-01,-5.079007149e+00,1.000000000e+00,9.523285031e-01,9.957813025e-01
1,6,1.024438262e+00,3.472248912e-01,-9.928286076e-01,9.846217632e-01,-1.293210387e-01,-2.962991714e+00,-2.812166929e+00,-2.510260344e+00,-2.361130953e+00,-1.833157897e+00,-2.364277840e+00,-3.638710022e+00,2.241247177e+00,8.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,1.543694735e+00,2.605035067e+00,3.037958220e-02,1.000000000e+00,-1.340048075e+00,-2.679789782e+00,-3.883836269e-01,2.605034828e+00,-3.096297741e+00,-2.017225981e+00,3.521218777e+00,2.241247177e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,2.200000000e+01,1.000000000e+00,1.000000000e+00,-4.778784275e+00,-1.944933534e+00,-1.199905992e+00,-4.774175644e+00,1.000000000e+00,-9.573805332e-02,9.961317778e-01
1,7,8.869898319e-01,3.299984932e-01,-1.050274611e+00,9.290606976e-01,-1.123314872e-01,-2.950098515e+00,-2.806391001e+00,-2.482805967e+00,-2.346005678e+00,-1.925909877e+00,-2.267042160e+00,-3.506082296e+00,1.955858827e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,7.892571688e-01,2.320575953e+00,2.597104199e-02,1.000000000e+00,-1.380267382e+00,-2.760160446e+00,-3.410622478e-01,2.320574760e+00,-3.016711950e+00,-1.937231660e+00,3.081582308e+00,1.955858827e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,3.500000000e+01,1.000000000e+00,1.000000000e+00,-4.204761028e+00,-1.438705325e+00,-8.465822041e-02,-4.189471722e+00,1.000000000e+00,7.489581704e-01,9.967442751e-01
1,8,8.247852325e-01,3.197719157e-01,-1.168133497e+00,5.552703142e-01,-4.861211777e-01,-2.949877977e+00,-2.817282200e+00,-2.404212952e+00,-2.282085419e+00,-1.899275184e+00,-2.312374830e+00,-3.454041243e+00,-1.830607057e+00,6.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,7.787909508e-01,2.288732767e+00,-3.478188515e-01,1.000000000e+00,-1.487898350e+00,-2.975180149e+00,3.812699914e-01,2.288699389e+00,-2.220598221e+00,-1.992882371e+00,2.290253878e+00,1.830607057e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,9.000000000e+00,1.000000000e+00,1.000000000e+00,-5.028262615e+00,-2.576326132e+00,-2.174785137e+00,-5.027235031e+00,1.000000000e+00,9.462438226e-01,9.970517159e-01
2,0,7.896876931e-01,7.548215389e-01,-1.082429171e+00,1.059891820e+00,1.849947684e-02,-3.334862947e+00,-3.340667725e+00,-2.554311991e+00,-2.716299534e+00,-2.519457817e+00,-2.626727104e+00,-3.369650602e+00,-4.060877264e-01,4.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,7.158461213e-01,2.878032207e+00,1.568020582e-01,1.000000000e+00,-1.837226033e+00,-3.672431707e+00,1.674586535e+00,2.877179623e+00,-1.796733260e+00,-1.872089744e+00,1.399512649e+00,4.060877264e-01,4.000000000e+00,0.000000000e+00,4.000000000e+00,3.000000000e+00,-1.000000000e+00,1.100000000e+01,1.000000000e+00,1.000000000e+00,-4.923605919e+00,-1.470391035e+00,7.047867179e-01,-4.910341263e+00,1.000000000e+00,8.638475537e-01,2.022352517e-01
2,1,9.614629149e-01,7.403355837e-01,-1.038791537e+00,7.313033342e-01,-3.100885153e-01,-3.346623659e+00,-3.266450405e+00,-2.612745762e+00,-2.616327524e+00,-2.391689301e+00,-2.740254641e+00,-3.567111015e+00,-1.096535206e+00,4.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,1.164278150e+00,2.973935366e+00,-1.717860699e-01,1.000000000e+00,-1.779105663e+00,-3.556595087e+00,-4.975341558e-01,2.973935366e+00,-3.851283312e+00,-2.000215769e+00,3.695617199e+00,1.096535206e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,3.000000000e+00,1.300000000e+01,1.000000000e+00,1.000000000e+00,-5.315814972e+00,-2.243132353e+00,-9.231739044e-01,-5.313852310e+00,1.000000000e+00,8.629501462e-01,2.690770030e-01
2,2,9.606000781e-01,5.122531056e-01,-1.011386633e+00,7.729308009e-01,-2.684611678e-01,-3.150982618e+00,-3.027497292e+00,-2.628053188e+00,-2.503577471e+00,-2.179825068e+00,-2.484006643e+00,-3.598219633e+00,1.692166209e+00,6.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,1.715196252e+00,3.037488699e+00,-1.301586777e-01,1.000000000e+00,-1.523629546e+00,-3.046699047e+00,-5.715022087e-01,3.037488699e+00,-3.585796118e+00,-1.971950293e+00,3.932301760e+00,1.692166209e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,3.000000000e+00,1.000000000e+00,1.000000000e+00,-5.381276131e+00,-3.069350958e+00,-3.092634678e+00,-5.380995274e+00,1.000000000e+00,4.141753038e-07,9.705298543e-01
2,3,1.214194894e+00,4.911287427e-01,-7.129280567e-01,9.254542589e-01,-1.159379259e-01,-3.011632204e+00,-2.588021278e+00,-2.182892323e+00,-1.829792619e+00,-1.459879637e+00,-2.418089151e+00,-3.732791185e+00,-2.348996401e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,8.699200749e-01,1.895264030e+00,2.236458659e-02,1.000000000e+00,-1.204051971e+00,-2.407955885e+00,5.776919127e-01,1.894760370e+00,-1.743234754e+00,-1.927088380e+00,1.686990738e+00,2.348996401e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,-1.000000000e+00,-1.000000000e+00,-1.000000000e+00,0.000000000e+00,-9.999956489e-01,4.141753038e-07,1.000000000e+00,-6.989678144e-01,1.000000000e+00,7.539370656e-01,9.781898856e-01
2,4,1.081595540e+00,4.451376200e-01,-8.452913165e-01,8.988296986e-01,-1.425624192e-01,-3.085544825e+00,-2.704863548e+00,-2.301361799e+00,-1.999935150e+00,-1.664970636e+00,-2.371872425e+00,-3.720245600e+00,-2.145035267e+00,7.000000000e+00,6.000000000e+00,8.000000000e+00,0.000000000e+00,1.536480427e+00,2.433243513e+00,-4.259884357e-03,1.000000000e+00,-1.290423274e+00,-2.580645561e+00,3.665367961e-01,2.433227539e+00,-2.078527451e+00,-1.926853180e+00,2.401659966e+00,2.145035267e+00,3.000000000e+00,3.000000000e+00,0.000000000e+00,2.000000000e+00,5.000000000e+00,3.100000000e+01,4.000000000e+00,1.000000000e+00,-5.212706566e+00,-1.699927092e+00,-8.015233278e-01,-5.205514431e+00,1.000000000e+00,8.913933635e-01,9.881790876e-01
2,5,8.138806820e-01,3.953271806e-01,-1.161824107e+00,7.961795926e-01,-2.452123761e-01,-3.097232103e+00,-2.969578743e+00,-2.525300503e+00,-2.427562237e+00,-2.106837034e+00,-2.370782137e+00,-3.514905453e+00,1.618362308e+00,6.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,7.174944878e-01,2.465663671e+00,-1.069098786e-01,1.000000000e+00,-1.557141781e+00,-3.113596439e+00,5.419481993e-01,2.465632677e+00,-2.280974388e+00,-1.975669861e+00,2.244437218e+00,1.618362308e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,2.000000000e+01,1.000000000e+00,1.000000000e+00,-5.270130157e+00,-2.221876860e+00,-1.324348569e+00,-5.268015385e+00,1.000000000e+00,9.161165953e-01,9.935036302e-01
2,6,8.328969479e-01,3.649702966e-01,-1.164440393e+00,9.224948287e-01,-1.188973114e-01,-3.067220211e+00,-2.945161819e+00,-2.559933424e+00,-2.461180210e+00,-2.092110634e+00,-2.362052917e+00,-3.534165859e+00,1.740261555e+00,6.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,8.952847719e-01,2.539885759e+00,1.940520853e-02,1.000000000e+00,-1.529402256e+00,-3.058176041e+00,8.638868332e-01,2.539789200e+00,-1.962349296e+00,-1.997300506e+00,2.045026541e+00,1.740261555e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,4.000000000e+00,8.000000000e+00,1.000000000e+00,1.000000000e+00,-5.159962177e+00,-2.688528538e+00,-2.320333242e+00,-5.159202099e+00,1.000000000e+00,-4.566118717e-01,9.953467250e-01
2,7,9.849942923e-01,3.347860873e-01,-1.010376573e+00,2.471866757e-01,-7.942035198e-01,-3.000661373e+00,-2.784201145e+00,-2.535446882e+00,-2.303121090e+00,-1.885354280e+00,-2.329967737e+00,-3.649363518e+00,2.177547693e+00,7.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,1.711909771e+00,2.741343021e+00,-6.559016109e-01,1.000000000e+00,-1.345157385e+00,-2.690020561e+00,-4.205252975e-02,2.741342545e+00,-2.679839611e+00,-1.995332241e+00,3.201120138e+00,2.177547693e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,3.000000000e+00,1.000000000e+00,1.000000000e+00,-4.719887257e+00,-1.589474916e+00,-4.660034478e-01,-4.709424496e+00,1.000000000e+00,-4.572304189e-01,9.965867996e-01
2,8,9.711761475e-01,3.260437548e-01,-1.005944848e+00,1.375213623e+00,2.612704337e-01,-2.941062689e+00,-2.762995005e+00,-2.417638063e+00,-2.264709949e+00,-1.772593260e+00,-2.302957296e+00,-3.584901333e+00,-2.165552616e+00,8.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,-6.914169788e-01,1.426973224e+00,4.209711850e-01,1.000000000e+00,-1.331983566e+00,-2.663661003e+00,-3.154819012e-01,1.426902175e+00,-2.905966282e+00,-1.977084160e+00,2.234390497e+00,2.165552616e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,-5.000000000e+00,3.400000000e+01,1.000000000e+00,1.000000000e+00,-5.443601608e+00,-1.926022291e+00,-1.198362827e+00,-5.439898014e+00,1.000000000e+00,1.195033550e+00,9.968677163e-01
2,9,1.034451485e+00,2.894587815e-01,-9.082363844e-01,6.851006746e-01,-4.288416207e-01,-2.887079239e+00,-2.675524473e+00,-2.302664995e+00,-2.208450556e+00,-1.557743549e+00,-2.231987953e+00,-3.630548000e+00,2.400366545e+00,9.000000000e+00,7.000000000e+00,9.000000000e+00,0.000000000e+00,6.755324006e-01,1.895538092e+00,-2.691411674e-01,1.000000000e+00,-1.197691679e+00,-2.395201445e+00,-2.094119638e-01,1.895524740e+00,-2.707170725e+00,-1.942653179e+00,2.755585194e+00,2.400366545e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,1.000000000e+00,5.000000000e+00,1.100000000e+01,2.000000000e+00,1.000000000e+00,-3.841588736e+00,-9.595795274e-01,5.772091150e-01,-3.796660662e+00,1.000000000e+00,7.865908742e-01,9.977735877e-01
3,0,8.159239292e-01,4.317242503e-01,-1.200017095e+00,6.939459443e-01,-1.511515826e-01,-3.114982128e+00,-3.048051596e+00,-2.570844412e+00,-2.551712513e+00,-2.186739683e+00,-2.447356224e+00,-3.498377800e+00,-1.532172322e+00,4.000000000e+00,5.000000000e+00,6.000000000e+00,0.000000000e+00,1.414481044e+00,2.894297123e+00,-8.420487493e-02,1.000000000e+00,-1.631729364e+00,-3.262506485e+00,1.469595313e+00,2.893989563e+00,-1.513981819e+00,-2.015902758e+00,1.789449930e+00,1.532172322e+00,4.000000000e+00,4.000000000e+00,0.000000000e+00,3.000000000e+00,-4.000000000e+00,1.500000000e+01,4.000000000e+00,1.000000000e+00,-5.060853481e+00,-2.260736942e+00,-1.262879610e+00,-5.058750153e+00,1.000000000e+00,4.146674573e-01,9.900038838e-01
3,1,5.583634973e-01,3.974440098e-01,-1.436612844e+00,5.274945498e-01,-4.267468750e-01,-3.145904779e+00,-3.107329369e+00,-2.506688118e+00,-2.558887243e+00,-2.345811844e+00,-2.392055273e+00,-3.306551933e+00,-9.148639441e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,5.209671855e-01,2.606394053e+00,-3.176026642e-01,1.000000000e+00,-1.834038854e+00,-3.665850878e+00,2.300793380e-01,2.606390238e+00,-2.726177931e+00,-1.994945049e+00,2.589354992e+00,9.148639441e-01,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,-2.000000000e+00,1.100000000e+01,1.000000000e+00,1.000000000e+00,-5.509330750e+00,-1.870490074e+00,-6.112465635e-02,-5.505387783e+00,1.000000000e+00,4.141753038e-07,9.933450222e-01
3,2,8.555103540e-01,3.651142120e-01,-1.146112442e+00,5.236388445e-01,-5.177525282e-01,-3.058041573e+00,-2.931911230e+00,-2.551160097e+00,-2.447862864e+00,-2.060868502e+00,-2.366485596e+00,-3.547400236e+00,1.795107722e+00,6.000000000e+00,7.000000000e+00,8.000000000e+00,0.000000000e+00,-6.708970070e-01,1.725510478e+00,-3.794502020e-01,1.000000000e+00,-1.511218429e+00,-3.021852016e+00,-9.373321384e-02,1.725460529e+00,-2.906482220e+00,-2.001585245e+00,2.206109285e+00,1.795107722e+00,1.000000000e+00,1.000000000e+00,0.000000000e+00,2.000000000e+00,-5.000000000e+00,2.600000000e+01,3.000000000e+00,1.000000000e+00,-4.588427067e+00,-1.792850971e+00,-5.771714449e-01,-4.581752777e+00,1.000000000e+00,8.434673548e-01,9.953396320e-01
3,3,4.050384164e-01,3.564305305e-01,-1.531106234e+00,5.264189243e-01,-4.278225303e-01,-3.131777048e+00,-3.117998838e+00,-2.429633617e+00,-2.524320841e+00,-2.381037951e+00,-2.292363405e+00,-3.180315256e+00,-4.819985628e-01,4.000000000e+00,7.000000000e+00,7.000000000e+00,0.000000000e+00,1.502358437e+00,3.132321596e+00,-3.186783195e-01,1.000000000e+00,-1.887517810e+00,-3.772382498e+00,-1.240985021e-01,3.132321596e+00,-3.004556417e+00,-1.936121702e+00,3.399550915e+00,4.819985628e-01,1.000000000e+00,0.000000000e+00,1.000000000e+00,3.000000000e+00,-1.000000000e+00,1.000000000e+01,1.000000000e+00,1.000000000e+00,-5.759458065e+00,-2.397367001e+00,-1.016358376e+00,-5.758718967e+00,1.000000000e+00,8.417263031e-01,9.957465529e-01
